station,lon,lat
102355,-98.87642069,19.25126079
102356,-98.82874766,19.2502794
102357,-98.78107532,19.24928314
102358,-98.73340368,19.24827202
102359,-98.68573275,19.24724604
102360,-98.63806255,19.2462052
102361,-98.59039307,19.24514949
102362,-98.54272434,19.24407892
102363,-98.49505636,19.24299349
102364,-98.44738915,19.24189319
102365,-98.39972271,19.24077804
102366,-98.35205705,19.23964802
102367,-98.30439219,19.23850314
103319,-100.5925577,19.32173472
103320,-100.544851,19.32128845
103321,-100.4971445,19.3208273
103322,-100.4494385,19.32035127
103323,-100.4017327,19.31986037
103324,-100.3540273,19.3193546
103325,-100.3063223,19.31883395
103326,-100.2586176,19.31829843
103327,-100.2109133,19.31774804
103328,-100.1632094,19.31718277
103329,-100.1155059,19.31660263
103330,-100.0678028,19.31600761
103331,-100.0201001,19.31539772
103332,-99.97239788,19.31477296
103333,-99.92469608,19.31413333
103334,-99.87699474,19.31347882
103335,-99.82929386,19.31280944
103336,-99.78159345,19.31212519
103337,-99.73389352,19.31142606
103338,-99.68619409,19.31071207
103339,-99.63849517,19.3099832
103340,-99.59079675,19.30923946
103341,-99.54309887,19.30848085
103342,-99.49540152,19.30770737
103343,-99.44770471,19.30691902
103344,-99.40000847,19.30611579
103345,-99.35231278,19.3052977
103346,-99.30461768,19.30446473
103347,-99.25692316,19.3036169
103348,-99.20922925,19.30275419
103349,-99.16153594,19.30187662
103350,-99.11384325,19.30098417
103351,-99.06615118,19.30007686
103352,-99.01845976,19.29915468
103353,-98.97076899,19.29821763
103354,-98.92307888,19.29726571
103355,-98.87538943,19.29629892
103356,-98.82770067,19.29531727
103357,-98.78001261,19.29432074
103358,-98.73232524,19.29330935
103359,-98.68463858,19.2922831
103360,-98.63695265,19.29124197
103361,-98.58926745,19.29018598
103362,-98.541583,19.28911512
103363,-98.49389929,19.2880294
103364,-98.44621635,19.28692881
103365,-98.39853419,19.28581336
103366,-98.35085281,19.28468304
103367,-98.30317223,19.28353785
104319,-100.5920928,19.36677693
104320,-100.5443703,19.36633053
104321,-100.4966481,19.36586926
104322,-100.4489262,19.3653931
104323,-100.4012047,19.36490207
104324,-100.3534836,19.36439616
104325,-100.3057628,19.36387538
104326,-100.2580424,19.36333971
104327,-100.2103223,19.36278917
104328,-100.1626026,19.36222375
104329,-100.1148834,19.36164345
104330,-100.0671645,19.36104827
104331,-100.0194461,19.36043822
104332,-99.97172812,19.35981329
104333,-99.92401057,19.35917348
104334,-99.87629348,19.3585188
104335,-99.82857684,19.35784924
104336,-99.78086068,19.35716481
104337,-99.73314501,19.35646549
104338,-99.68542983,19.3557513
104339,-99.63771515,19.35502224
104340,-99.59000099,19.3542783
104341,-99.54228735,19.35351949
104342,-99.49457425,19.3527458
104343,-99.4468617,19.35195723
104344,-99.39914971,19.35115379
104345,-99.35143828,19.35033548
104346,-99.30372743,19.34950229
104347,-99.25601717,19.34865422
104348,-99.20830751,19.34779129
104349,-99.16059845,19.34691348
104350,-99.11289002,19.34602079
104351,-99.06518221,19.34511323
104352,-99.01747505,19.3441908
104353,-98.96976853,19.3432535
104354,-98.92206268,19.34230133
104355,-98.8743575,19.34133428
104356,-98.826653,19.34035236
104357,-98.77894919,19.33935557
104358,-98.73124608,19.33834391
104359,-98.68354369,19.33731737
104360,-98.63584202,19.33627597
104361,-98.58814109,19.33521969
104362,-98.54044089,19.33414855
104363,-98.49274146,19.33306253
104364,-98.44504279,19.33196165
104365,-98.39734489,19.33084589
104366,-98.34964778,19.32971527
104367,-98.30195146,19.32856978
105319,-100.5916275,19.4118164
105320,-100.5438893,19.41136988
105321,-100.4961513,19.41090849
105322,-100.4484137,19.4104322
105323,-100.4006764,19.40994104
105324,-100.3529395,19.40943499
105325,-100.3052029,19.40891407
105326,-100.2574667,19.40837826
105327,-100.2097309,19.40782757
105328,-100.1619955,19.40726199
105329,-100.1142605,19.40668154
105330,-100.0665259,19.4060862
105331,-100.0187917,19.40547598
105332,-99.97105792,19.40485088
105333,-99.92332461,19.4042109
105334,-99.87559175,19.40355604
105335,-99.82785935,19.4028863
105336,-99.78012743,19.40220168
105337,-99.73239599,19.40150218
105338,-99.68466505,19.4007878
105339,-99.63693462,19.40005854
105340,-99.5892047,19.3993144
105341,-99.5414753,19.39855538
105342,-99.49374644,19.39778148
105343,-99.44601813,19.3969927
105344,-99.39829038,19.39618905
105345,-99.3505632,19.39537051
105346,-99.30283659,19.3945371
105347,-99.25511057,19.3936888
105348,-99.20738516,19.39282564
105349,-99.15966035,19.39194759
105350,-99.11193616,19.39105466
105351,-99.0642126,19.39014686
105352,-99.01648968,19.38922418
105353,-98.96876742,19.38828663
105354,-98.92104581,19.38733419
105355,-98.87332488,19.38636689
105356,-98.82560463,19.3853847
105357,-98.77788507,19.38438764
105358,-98.73016622,19.38337571
105359,-98.68244808,19.3823489
105360,-98.63473066,19.38130721
105361,-98.58701398,19.38025065
105362,-98.53929804,19.37917922
105363,-98.49158286,19.37809291
105364,-98.44386844,19.37699173
105365,-98.3961548,19.37587567
105366,-98.34844195,19.37474475
105367,-98.30072989,19.37359894
106319,-100.591162,19.45685317
106320,-100.5434079,19.45640653
106321,-100.4956542,19.45594501
106322,-100.4479008,19.4554686
106323,-100.4001478,19.4549773
106324,-100.3523951,19.45447112
106325,-100.3046427,19.45395005
106326,-100.2568907,19.45341409
106327,-100.2091392,19.45286325
106328,-100.161388,19.45229753
106329,-100.1136372,19.45171691
106330,-100.0658868,19.45112142
106331,-100.0181368,19.45051103
106332,-99.97038728,19.44988577
106333,-99.92263819,19.44924561
106334,-99.87488956,19.44859058
106335,-99.82714139,19.44792065
106336,-99.7793937,19.44723585
106337,-99.73164649,19.44653616
106338,-99.68389977,19.44582158
106339,-99.63615357,19.44509213
106340,-99.58840788,19.44434778
106341,-99.54066271,19.44358856
106342,-99.49291809,19.44281445
106343,-99.44517401,19.44202546
106344,-99.39743049,19.44122158
106345,-99.34968754,19.44040283
106346,-99.30194516,19.43956919
106347,-99.25420338,19.43872067
106348,-99.2064622,19.43785726
106349,-99.15872162,19.43697898
106350,-99.11098167,19.43608581
106351,-99.06324235,19.43517777
106352,-99.01550367,19.43425484
106353,-98.96776564,19.43331703
106354,-98.92002827,19.43236434
106355,-98.87229158,19.43139677
106356,-98.82455557,19.43041432
106357,-98.77682025,19.42941699
106358,-98.72908564,19.42840478
106359,-98.68135174,19.42737769
106360,-98.63361856,19.42633573
106361,-98.58588612,19.42527888
106362,-98.53815443,19.42420716
106363,-98.49042349,19.42312056
106364,-98.44269332,19.42201908
106365,-98.39496393,19.42090272
106366,-98.34723532,19.41977149
107319,-100.5906961,19.50188726
107320,-100.5429263,19.5014405
107321,-100.4951568,19.50097885
107322,-100.4473876,19.50050231
107323,-100.3996187,19.50001088
107324,-100.3518503,19.49950456
107325,-100.3040821,19.49898335
107326,-100.2563144,19.49844725
107327,-100.208547,19.49789626
107328,-100.16078,19.49733038
107329,-100.1130134,19.49674961
107330,-100.0652473,19.49615395
107331,-100.0174815,19.4955434
107332,-99.96971619,19.49491796
107333,-99.92195132,19.49427764
107334,-99.8741869,19.49362242
107335,-99.82642295,19.49295232
107336,-99.77865948,19.49226733
107337,-99.73089648,19.49156745
107338,-99.68313399,19.49085268
107339,-99.635372,19.49012302
107340,-99.58761053,19.48937848
107341,-99.53984959,19.48861905
107342,-99.49208918,19.48784473
107343,-99.44432932,19.48705552
107344,-99.39657003,19.48625143
107345,-99.3488113,19.48543245
107346,-99.30105315,19.48459859
107347,-99.25329559,19.48374984
107348,-99.20553863,19.4828862
107349,-99.15778228,19.48200768
107350,-99.11002655,19.48111427
107351,-99.06227145,19.48020597
107352,-99.014517,19.47928279
107353,-98.9667632,19.47834473
107354,-98.91901006,19.47739178
107355,-98.87125759,19.47642395
107356,-98.82350581,19.47544124
107357,-98.77575472,19.47444364
107358,-98.72800434,19.47343115
107359,-98.68025467,19.47240379
107360,-98.63250573,19.47136154
107361,-98.58475753,19.47030441
107362,-98.53701006,19.46923239
107363,-98.48926336,19.4681455
107364,-98.44151743,19.46704372
107365,-98.39377227,19.46592706
107366,-98.3460279,19.46479552
108319,-100.5902299,19.54691869
108320,-100.5424443,19.54647181
108321,-100.494659,19.54601003
108322,-100.446874,19.54553336
108323,-100.3990894,19.5450418
108324,-100.3513051,19.54453534
108325,-100.3035212,19.54401399
108326,-100.2557376,19.54347774
108327,-100.2079544,19.5429266
108328,-100.1601717,19.54236057
108329,-100.1123893,19.54177964
108330,-100.0646073,19.54118382
108331,-100.0168258,19.54057311
108332,-99.96904466,19.5399475
108333,-99.92126399,19.539307
108334,-99.87348378,19.53865161
108335,-99.82570404,19.53798132
108336,-99.77792477,19.53729614
108337,-99.73014599,19.53659607
108338,-99.6823677,19.53588111
108339,-99.63458992,19.53515125
108340,-99.58681266,19.53440651
108341,-99.53903592,19.53364687
108342,-99.49125973,19.53287234
108343,-99.44348408,19.53208292
108344,-99.39570899,19.53127861
108345,-99.34793448,19.53045941
108346,-99.30016054,19.52962532
108347,-99.25238719,19.52877633
108348,-99.20461445,19.52791246
108349,-99.15684231,19.5270337
108350,-99.1090708,19.52614005
108351,-99.06129992,19.52523151
108352,-99.01352968,19.52430808
108353,-98.96576009,19.52336976
108354,-98.91799117,19.52241656
108355,-98.87022293,19.52144846
108356,-98.82245536,19.52046548
108357,-98.77468849,19.51946761
108358,-98.72692233,19.51845485
108359,-98.67915688,19.5174272
108360,-98.63139216,19.51638467
108361,-98.58362818,19.51532725
108362,-98.53586494,19.51425495
108363,-98.48810246,19.51316776
108364,-98.44034075,19.51206568
108365,-98.39257982,19.51094872
108366,-98.34481967,19.50981687
109319,-100.5897635,19.59194749
109320,-100.541962,19.59150049
109321,-100.4941609,19.59103859
109322,-100.4463601,19.59056179
109323,-100.3985597,19.59007009
109324,-100.3507596,19.58956349
109325,-100.3029598,19.589042
109326,-100.2551605,19.58850561
109327,-100.2073615,19.58795432
109328,-100.1595629,19.58738813
109329,-100.1117647,19.58680704
109330,-100.0639669,19.58621106
109331,-100.0161696,19.58560018
109332,-99.96837268,19.5849744
109333,-99.92057621,19.58433372
109334,-99.8727802,19.58367815
109335,-99.82498465,19.58300768
109336,-99.77718958,19.58232232
109337,-99.72939499,19.58162206
109338,-99.6816009,19.5809069
109339,-99.63380732,19.58017685
109340,-99.58601426,19.5794319
109341,-99.53822172,19.57867205
109342,-99.49042973,19.57789731
109343,-99.44263828,19.57710768
109344,-99.39484739,19.57630315
109345,-99.34705708,19.57548372
109346,-99.29926734,19.5746494
109347,-99.2514782,19.57380019
109348,-99.20368965,19.57293608
109349,-99.15590172,19.57205708
109350,-99.10811441,19.57116319
109351,-99.06032774,19.5702544
109352,-99.01254171,19.56933072
109353,-98.96475633,19.56839215
109354,-98.91697161,19.56743868
109355,-98.86918757,19.56647032
109356,-98.82140422,19.56548707
109357,-98.77362156,19.56448893
109358,-98.72583961,19.56347589
109359,-98.67805837,19.56244797
109360,-98.63027786,19.56140515
109361,-98.58249809,19.56034745
109362,-98.53471906,19.55927485
109363,-98.4869408,19.55818736
109364,-98.4391633,19.55708499
109365,-98.39138658,19.55596772
109366,-98.34361065,19.55483556
110319,-100.5892967,19.63697369
110320,-100.5414794,19.63652656
110321,-100.4936625,19.63606454
110322,-100.4458459,19.63558761
110323,-100.3980296,19.63509577
110324,-100.3502137,19.63458904
110325,-100.3023981,19.6340674
110326,-100.254583,19.63353086
110327,-100.2067682,19.63297942
110328,-100.1589537,19.63241308
110329,-100.1111397,19.63183183
110330,-100.0633262,19.63123569
110331,-100.015513,19.63062464
110332,-99.96770026,19.62999869
110333,-99.91988798,19.62935784
110334,-99.87207615,19.62870209
110335,-99.82426478,19.62803144
110336,-99.7764539,19.62734589
110337,-99.7286435,19.62664543
110338,-99.6808336,19.62593008
110339,-99.6330242,19.62519983
110340,-99.58521533,19.62445467
110341,-99.53740698,19.62369462
110342,-99.48959918,19.62291967
110343,-99.44179192,19.62212982
110344,-99.39398522,19.62132507
110345,-99.3461791,19.62050542
110346,-99.29837355,19.61967087
110347,-99.2505686,19.61882143
110348,-99.20276425,19.61795709
110349,-99.15496051,19.61707784
110350,-99.1071574,19.61618371
110351,-99.05935492,19.61527467
110352,-99.01155308,19.61435074
110353,-98.9637519,19.61341191
110354,-98.91595138,19.61245818
110355,-98.86815154,19.61148956
110356,-98.82035238,19.61050604
110357,-98.77255392,19.60950762
110358,-98.72475616,19.60849431
110359,-98.67695913,19.60746611
110360,-98.62916282,19.60642301
110361,-98.58136725,19.60536501
110362,-98.53357242,19.60429212
110363,-98.48577836,19.60320434
110364,-98.43798507,19.60210166
110365,-98.39019255,19.60098409
110366,-98.34240083,19.59985163
111319,-100.5888296,19.6819973
111320,-100.5409965,19.68155006
111321,-100.4931637,19.6810879
111322,-100.4453313,19.68061084
111323,-100.3974992,19.68011888
111324,-100.3496674,19.679612
111325,-100.3018361,19.67909022
111326,-100.254005,19.67855354
111327,-100.2061744,19.67800195
111328,-100.1583442,19.67743545
111329,-100.1105144,19.67685404
111330,-100.0626849,19.67625773
111331,-100.0148559,19.67564652
111332,-99.96702739,19.6750204
111333,-99.91919928,19.67437937
111334,-99.87137163,19.67372344
111335,-99.82354444,19.6730526
111336,-99.77571773,19.67236686
111337,-99.72789151,19.67166622
111338,-99.68006578,19.67095067
111339,-99.63224057,19.67022022
111340,-99.58441587,19.66947486
111341,-99.5365917,19.6687146
111342,-99.48876807,19.66793944
111343,-99.440945,19.66714937
111344,-99.39312248,19.6663444
111345,-99.34530054,19.66552453
111346,-99.29747917,19.66468975
111347,-99.2496584,19.66384007
111348,-99.20183823,19.66297549
111349,-99.15401868,19.66209601
111350,-99.10619975,19.66120163
111351,-99.05838145,19.66029234
111352,-99.0105638,19.65936816
111353,-98.9627468,19.65842907
111354,-98.91493047,19.65747508
111355,-98.86711481,19.65650619
111356,-98.81929984,19.65552241
111357,-98.77148557,19.65452372
111358,-98.723672,19.65351013
111359,-98.67585916,19.65248164
111360,-98.62804704,19.65143826
111361,-98.58023566,19.65037997
111362,-98.53242503,19.64930679
111363,-98.48461516,19.64821871
111364,-98.43680606,19.64711573
111365,-98.38899774,19.64599785
111366,-98.34119021,19.64486508
112319,-100.5883622,19.72701837
112320,-100.5405132,19.726571
112321,-100.4926646,19.72610872
112322,-100.4448164,19.72563153
112323,-100.3969684,19.72513942
112324,-100.3491208,19.72463241
112325,-100.3012736,19.72411049
112326,-100.2534268,19.72357365
112327,-100.2055803,19.72302191
112328,-100.1577342,19.72245526
112329,-100.1098886,19.72187369
112330,-100.0620433,19.72127722
112331,-100.0141985,19.72066584
112332,-99.96635408,19.72003954
112333,-99.91851014,19.71939834
112334,-99.87066665,19.71874223
112335,-99.82282362,19.71807121
112336,-99.77498108,19.71738528
112337,-99.72713902,19.71668445
112338,-99.67929746,19.7159687
112339,-99.63145641,19.71523805
112340,-99.58361588,19.71449249
112341,-99.53577588,19.71373202
112342,-99.48793642,19.71295664
112343,-99.44009751,19.71216636
112344,-99.39225917,19.71136116
112345,-99.34442139,19.71054107
112346,-99.2965842,19.70970606
112347,-99.2487476,19.70885615
112348,-99.2009116,19.70799133
112349,-99.15307622,19.70711161
112350,-99.10524146,19.70621698
112351,-99.05740734,19.70530745
112352,-99.00957386,19.70438301
112353,-98.96174104,19.70344366
112354,-98.91390888,19.70248941
112355,-98.8660774,19.70152026
112356,-98.81824661,19.7005362
112357,-98.77041651,19.69953724
112358,-98.72258713,19.69852337
112359,-98.67475846,19.69749461
112360,-98.62693052,19.69645093
112361,-98.57910332,19.69539236
112362,-98.53127687,19.69431888
112363,-98.48345118,19.6932305
112364,-98.43562626,19.69212722
112365,-98.38780213,19.69100904
112366,-98.33997878,19.68987595
113319,-100.5878944,19.7720369
113320,-100.5400297,19.77158941
113321,-100.4921652,19.771127
113322,-100.4443011,19.77064968
113323,-100.3964373,19.77015744
113324,-100.3485739,19.76965029
113325,-100.3007108,19.76912822
113326,-100.2528481,19.76859124
113327,-100.2049858,19.76803934
113328,-100.1571239,19.76747253
113329,-100.1092623,19.76689081
113330,-100.0614012,19.76629417
113331,-100.0135406,19.76568262
113332,-99.96568032,19.76505616
113333,-99.91782053,19.76441478
113334,-99.86996119,19.76375849
113335,-99.82210233,19.76308728
113336,-99.77424394,19.76240116
113337,-99.72638603,19.76170013
113338,-99.67852863,19.76098419
113339,-99.63067174,19.76025334
113340,-99.58281536,19.75950757
113341,-99.53495952,19.75874689
113342,-99.48710422,19.7579713
113343,-99.43924947,19.7571808
113344,-99.39139528,19.75637539
113345,-99.34354167,19.75555506
113346,-99.29568863,19.75471983
113347,-99.24783619,19.75386969
113348,-99.19998436,19.75300463
113349,-99.15213314,19.75212466
113350,-99.10428254,19.75122979
113351,-99.05643258,19.75032001
113352,-99.00858327,19.74939531
113353,-98.96073461,19.74845571
113354,-98.91288662,19.7475012
113355,-98.8650393,19.74653178
113356,-98.81719268,19.74554745
113357,-98.76934675,19.74454821
113358,-98.72150153,19.74353407
113359,-98.67365703,19.74250501
113360,-98.62581326,19.74146106
113361,-98.57797023,19.74040219
113362,-98.53012795,19.73932842
113363,-98.48228644,19.73823974
113364,-98.43444569,19.73713615
113365,-98.38660573,19.73601766
113366,-98.33876656,19.73488427
114319,-100.5874264,19.81705293
114320,-100.5395458,19.81660532
114321,-100.4916655,19.81614278
114322,-100.4437855,19.81566533
114323,-100.3959058,19.81517295
114324,-100.3480265,19.81466566
114325,-100.3001476,19.81414345
114326,-100.252269,19.81360632
114327,-100.2043909,19.81305427
114328,-100.1565131,19.8124873
114329,-100.1086357,19.81190542
114330,-100.0607587,19.81130862
114331,-100.0128822,19.8106969
114332,-99.96500612,19.81007026
114333,-99.91713047,19.8094287
114334,-99.86925528,19.80877223
114335,-99.82138055,19.80810084
114336,-99.77350631,19.80741454
114337,-99.72563255,19.80671331
114338,-99.67775929,19.80599717
114339,-99.62988654,19.80526612
114340,-99.58201432,19.80452014
114341,-99.53414262,19.80375925
114342,-99.48627147,19.80298345
114343,-99.43840086,19.80219273
114344,-99.39053082,19.8013871
114345,-99.34266136,19.80056655
114346,-99.29479247,19.79973108
114347,-99.24692419,19.7988807
114348,-99.1990565,19.79801541
114349,-99.15118943,19.7971352
114350,-99.10332299,19.79624008
114351,-99.05545718,19.79533004
114352,-99.00759202,19.79440509
114353,-98.95972751,19.79346523
114354,-98.91186368,19.79251046
114355,-98.86400052,19.79154077
114356,-98.81613805,19.79055617
114357,-98.76827628,19.78955666
114358,-98.72041522,19.78854223
114359,-98.67255488,19.7875129
114360,-98.62469526,19.78646865
114361,-98.57683639,19.78540949
114362,-98.52897828,19.78433543
114363,-98.48112092,19.78324645
114364,-98.43326434,19.78214256
114365,-98.38540853,19.78102376
114366,-98.33755353,19.77989005
115319,-100.5869581,19.86206648
115320,-100.5390616,19.86161874
115321,-100.4911654,19.86115608
115322,-100.4432695,19.86067849
115323,-100.395374,19.86018598
115324,-100.3474788,19.85967855
115325,-100.299584,19.8591562
115326,-100.2516896,19.85861892
115327,-100.2037956,19.85806672
115328,-100.1559019,19.85749959
115329,-100.1080087,19.85691755
115330,-100.0601158,19.85632058
115331,-100.0122234,19.85570869
115332,-99.96433147,19.85508188
115333,-99.91643995,19.85444015
115334,-99.86854889,19.85378349
115335,-99.8206583,19.85311192
115336,-99.77276819,19.85242542
115337,-99.72487856,19.851724
115338,-99.67698944,19.85100767
115339,-99.62910083,19.85027641
115340,-99.58121274,19.84953023
115341,-99.53332518,19.84876913
115342,-99.48543816,19.84799311
115343,-99.43755169,19.84720217
115344,-99.38966579,19.84639632
115345,-99.34178047,19.84557554
115346,-99.29389572,19.84473984
115347,-99.24601157,19.84388923
115348,-99.19812803,19.8430237
115349,-99.1502451,19.84214324
115350,-99.1023628,19.84124787
115351,-99.05448113,19.84033759
115352,-99.00660011,19.83941238
115353,-98.95871975,19.83847226
115354,-98.91084006,19.83751722
115355,-98.86296105,19.83654727
115356,-98.81508272,19.83556239
115357,-98.7672051,19.83456261
115358,-98.71932818,19.8335479
115359,-98.67145199,19.83251828
115360,-98.62357653,19.83147375
115361,-98.5757018,19.8304143
115362,-98.52782784,19.82933993
115363,-98.47995463,19.82825065
115364,-98.4320822,19.82714646
115365,-98.38421055,19.82602735
115366,-98.33633969,19.82489333
116319,-100.5864894,19.90707758
116320,-100.538577,19.90662972
116321,-100.490665,19.90616693
116322,-100.4427532,19.90568921
116323,-100.3948418,19.90519656
116324,-100.3469308,19.90468899
116325,-100.2990201,19.90416649
116326,-100.2511098,19.90362906
116327,-100.2031999,19.90307671
116328,-100.1552903,19.90250943
116329,-100.1073812,19.90192722
116330,-100.0594725,19.90133009
116331,-100.0115642,19.90071803
116332,-99.96365637,19.90009104
116333,-99.91574897,19.89944913
116334,-99.86784203,19.89879229
116335,-99.81993557,19.89812053
116336,-99.77202958,19.89743385
116337,-99.72412408,19.89673223
116338,-99.67621908,19.8960157
116339,-99.62831459,19.89528424
116340,-99.58041063,19.89453785
116341,-99.53250719,19.89377654
116342,-99.4846043,19.89300031
116343,-99.43670196,19.89220915
116344,-99.38880019,19.89140307
116345,-99.34089899,19.89058206
116346,-99.29299837,19.88974614
116347,-99.24509835,19.88889529
116348,-99.19719894,19.88802951
116349,-99.14930014,19.88714882
116350,-99.10140197,19.8862532
116351,-99.05350444,19.88534266
116352,-99.00560755,19.8844172
116353,-98.95771132,19.88347682
116354,-98.90981576,19.88252152
116355,-98.86192088,19.88155129
116356,-98.81402669,19.88056615
116357,-98.7661332,19.87956608
116358,-98.71824043,19.8785511
116359,-98.67034837,19.87752119
116360,-98.62245704,19.87647637
116361,-98.57456646,19.87541662
116362,-98.52667663,19.87434196
116363,-98.47878757,19.87325238
116364,-98.43089928,19.87214788
116365,-98.38301177,19.87102846
116366,-98.33512506,19.86989413
117319,-100.5860205,19.95208626
117320,-100.5380922,19.95163827
117321,-100.4901642,19.95117535
117322,-100.4422366,19.95069749
117323,-100.3943093,19.95020471
117324,-100.3463824,19.949697
117325,-100.2984558,19.94917435
117326,-100.2505296,19.94863677
117327,-100.2026038,19.94808427
117328,-100.1546783,19.94751683
117329,-100.1067533,19.94693446
117330,-100.0588287,19.94633716
117331,-100.0109046,19.94572493
117332,-99.96298082,19.94509777
117333,-99.91505754,19.94445568
117334,-99.86713471,19.94379866
117335,-99.81921235,19.94312671
117336,-99.77129048,19.94243984
117337,-99.72336909,19.94173803
117338,-99.67544821,19.94102129
117339,-99.62752783,19.94028963
117340,-99.57960798,19.93954304
117341,-99.53168866,19.93878151
117342,-99.48376989,19.93800507
117343,-99.43585167,19.93721369
117344,-99.38793401,19.93640738
117345,-99.34001693,19.93558615
117346,-99.29210043,19.93474999
117347,-99.24418453,19.9338989
117348,-99.19626923,19.93303289
117349,-99.14835456,19.93215195
117350,-99.1004405,19.93125609
117351,-99.05252709,19.93034529
117352,-99.00461433,19.92941958
117353,-98.95670222,19.92847893
117354,-98.90879079,19.92752336
117355,-98.86088003,19.92655287
117356,-98.81296997,19.92556745
117357,-98.7650606,19.92456711
117358,-98.71715195,19.92355184
117359,-98.66924402,19.92252165
117360,-98.62133682,19.92147654
117361,-98.57343037,19.9204165
117362,-98.52552467,19.91934154
117363,-98.47761973,19.91825165
117364,-98.42971557,19.91714685
117365,-98.38181219,19.91602712
117366,-98.33390961,19.91489247
118319,-100.5855512,19.99709253
118320,-100.537607,19.99664441
118321,-100.4896631,19.99618136
118322,-100.4417196,19.99570338
118323,-100.3937764,19.99521046
118324,-100.3458336,19.9947026
118325,-100.2978911,19.99417981
118326,-100.249949,19.99364208
118327,-100.2020073,19.99308942
118328,-100.1540659,19.99252182
118329,-100.106125,19.99193929
118330,-100.0581845,19.99134183
118331,-100.0102445,19.99072943
118332,-99.96230483,19.99010209
118333,-99.91436564,19.98945982
118334,-99.86642692,19.98880262
118335,-99.81848866,19.98813049
118336,-99.77055089,19.98744342
118337,-99.72261361,19.98674141
118338,-99.67467682,19.98602448
118339,-99.62674055,19.98529261
118340,-99.57880481,19.98454581
118341,-99.53086959,19.98378408
118342,-99.48293492,19.98300741
118343,-99.43500081,19.98221581
118344,-99.38706726,19.98140928
118345,-99.33913428,19.98058782
118346,-99.29120189,19.97975143
118347,-99.2432701,19.97890011
118348,-99.19533891,19.97803385
118349,-99.14740834,19.97715267
118350,-99.0994784,19.97625655
118351,-99.0515491,19.97534551
118352,-99.00362045,19.97441953
118353,-98.95569245,19.97347862
118354,-98.90776513,19.97252279
118355,-98.85983849,19.97155203
118356,-98.81191254,19.97056633
118357,-98.76398729,19.96956571
118358,-98.71606275,19.96855016
118359,-98.66813894,19.96751968
118360,-98.62021586,19.96647428
118361,-98.57229352,19.96541395
118362,-98.52437194,19.96433869
118363,-98.47645112,19.9632485
118364,-98.42853108,19.96214339
118365,-98.38061182,19.96102335
118366,-98.33269336,19.95988838
119319,-100.5850816,20.04209642
119320,-100.5371215,20.04164818
119321,-100.4891617,20.041185
119322,-100.4412023,20.04070688
119323,-100.3932432,20.04021382
119324,-100.3452844,20.03970582
119325,-100.297326,20.03918289
119326,-100.249368,20.03864501
119327,-100.2014104,20.03809219
119328,-100.1534531,20.03752444
119329,-100.1054963,20.03694174
119330,-100.0575399,20.03634411
119331,-100.0095839,20.03573154
119332,-99.96162838,20.03510403
119333,-99.91367329,20.03446158
119334,-99.86571865,20.0338042
119335,-99.81776449,20.03313187
119336,-99.76981081,20.03244461
119337,-99.72185762,20.03174242
119338,-99.67390493,20.03102528
119339,-99.62595275,20.03029321
119340,-99.5780011,20.0295462
119341,-99.53004998,20.02878425
119342,-99.4820994,20.02800737
119343,-99.43414938,20.02721555
119344,-99.38619993,20.0264088
119345,-99.33825105,20.0255871
119346,-99.29030276,20.02475048
119347,-99.24235506,20.02389892
119348,-99.19440797,20.02303242
119349,-99.1464615,20.02215099
119350,-99.09851566,20.02125462
119351,-99.05057046,20.02034332
